created_at,tweet,label
2019-02-18 06:58:27, دايم شله اسقاط الولايه وجيهم استغفر اله محد يعطيهم وجه ويطلعون امراضهم النفسيه ع خلق اله 🤣,offensive
2019-02-05 17:24:01, اخيراً عرفت كيف رهف القنون الحدت,offensive
2019-02-18 06:06:23,الولايه نظام قمعي جاهلي يستعبد النساء ويساعد الذكور علي التسلط والظلم اسقطوها سعوديات نطلب اسقاط الولايه953,offensive
2019-02-05 17:18:05, انتي خرف ولستي رهف انتي عكس اسمك انتي دميه الشاذه المجرمه القبيحه القرده الخنزيره الطحاويه قبحها ال ,offensive
2019-02-05 17:16:39,كس مكم لو هجت نفس رهف قذفتوها اله يلعن الذكور ويحرقهم انقذو شهد الكلثم وعايلتها,offensive
2019-02-18 05:39:59, هو له هدف الخبيث و يسعي له والهدف معروف هو انشغال الشارع السعودي بموضوع اسقاط الولايه ونسيان الفساد و وا ,offensive
2019-02-05 17:16:12, يبغون رهف ترجع اله ياخذهم,offensive
2019-02-05 17:13:36,يورام فان كلافيرن مُتطرف هولندي اراد ان يؤلف كتاب مناهض لاسلام فاعتنقه هك ذا هم الغربيون لا يدخلون الاسلام الا ,offensive
2019-02-18 05:32:22, احنا ضد العنف موضد اسقاط ولايه اله يحفظلنا سندنا بدنيا عندنا غيره علي شرفنا بس انت ياشريان الفسق والفجو ,offensive
2019-02-05 17:10:24, رهف الزق قصدك,offensive
2019-02-18 05:23:59, عرفت من ذا كان يحرض في مجله لارهاب والحين يحرض ع اسقاط الولايه خبتم وخاب مسعاكم من زمان تحب تبرير ,offensive
2019-02-05 17:07:59,انقذو شهد الكلثم وعايلتها بعيداً عن التاق استغرب كيف نُزع الحياء من النسويات ياتون بمسلسلات وافلام وقص خياليه من ,offensive
2019-02-18 04:47:36, هذا هدفهم الذي يسعون له اسقاط الولايه هروب البنات من قلت التربيه وعدم الخوف من اله لكن مصيرهم كمصير غيرهم زبالات وحانات,offensive
2019-02-26 23:18:21, السفير خراء وكمان تجزموا تكلموا الي جلد مؤخراتكم هو الحوثي وليس الرئيس عبدربه,offensive
2019-02-18 04:26:25, كانت سابقا فتاه جزاها اله خير تغرد بهاشتاقات رائعه وكم مره اغلقوا حسابها النسويات بسبام وتفتح اخر الي ان ,offensive
2019-02-26 23:16:09,الطعوس المحنس اكبر من خطر الحوثي علي بلدنا اله يمحيهم و ياخذهم عاجل غير اجل,offensive
2019-02-02 19:24:47, واله محد ساقط غيرك وكل شخص يتصرف باخلاقه وانت لو فيك ذره احترام ما سبيت قطر ولا قلت عيال شريفه ,offensive
2019-02-18 04:06:00, ليش حنا مجمتع نحب نلقي الوم ع الانثي وينه الذكر من السالفه كل الدعاوي عليها كانها حملت من جني ال ,offensive
2019-02-05 16:59:27,اليوم تكلمت عن التحول الجنسي وانه شي طبيعي وعن الحريه وعن رهف وطبعاً بنات شعبتي السراميط قرو يعلمو استاذه الدين وذ ,offensive
2019-02-26 23:10:50, ملعوين والدين انت وصلبك يا ابن الكلب يا الزيدي انقلع رح حر عرضك من الحوثي,offensive
2019-02-05 16:56:55, اسم ابوك امسحيه انتي رهف المشرده رهف الطحاوي اتبعتي هواك وشهواتك والشيطان وخسرتي الا ذالك هو الخسرا ,offensive
2019-02-26 23:06:18, المثل بيقول جد الكلاب واحد احمد علي صالح والاخونج مثلين بالاصلاح واخوهم الحوثي كل هؤلا زمره واحده الي ,offensive
2019-02-02 19:24:15, علي شحم انت ولحيتك قال مولاه لكفار ومنت شاطر الا علي فريق قطر,offensive
2019-02-26 23:05:53, فضيحتكم بثت القي القنوات الاسرائيليه ونشرته الصحف الصهيونيه راجع الايوتيوب يخبرك اكتب نتنياهو يلتفي الم ,offensive
2019-02-18 02:40:24, ماشوف احد يبغي اسقاط الولايه الا الي متمرده واهلها معطينها الحريه وناقصه تفريغ المحنه وموقادره,offensive
2019-02-26 23:05:42, مكانك حمار وعمر ذيل الكلب ما ينعدل استقبلتم الغزاه بلتسفيق والترحيب ومن كنا نعتقد انهم شرفاء تحول ,offensive
2019-02-18 02:35:42,داود الشريان طلع جايب وحده تسكر وتعربد وطلعت نفس رهف قضيتها ليست قضيه عنف ما قلنا لكم ان الي يهربون البنات هم اس ,offensive
2019-02-18 02:30:35, اذا انتي سعوديه او صهيونيه متخفيه او تستعملي مترجم جوجل اشكالك ما تعرف ان الحرب الجايه موقعها الخ ,offensive
2019-02-26 23:04:21, اكيد السياره كانت خلف طقم عليه مسلحين الحوثي لعنهم اله ولعنهم الاعنون,offensive
2019-02-02 19:24:03, حقا انك من اغبي المخلوقات ياحمق ماقاعده السليه اكبر الادله علي اجرام نظامكم وعمالته يعني همك جدا اسم ا ,offensive
2019-02-18 02:29:08, كنت برد عليك لكن دامك فسويه ومن شله سرابيت اسقاط الولايه فلا لوم عليك ,offensive
2019-01-28 18:31:57,هيئه الترفيه هيئه التغثيث كل الشعب رافضها نشوف جايبينها لمن او بالاصح عشان من 😏,offensive
2019-02-18 02:01:57, هذا سفيه وتلقاه من يعز لحقين اسقاط الولايه والي يتحرش كذا يعتبر ديوث والعياذ باله كفانا اله الشر,offensive
2019-02-26 23:03:18, لعنه اله عليك يا انيس مياو كذاب ابن كذاب ايش من بحر في اعلي الجبل عيال مسعده تناسيتوا الحوثي وتفبركون اكاذيب,offensive
2019-02-18 01:58:36, هذي نهايه الي يبون حريه المراه يبون اسقاط الولايه والي كان يبون اختلاط حسبي اله ونعم ,offensive
2019-02-05 16:37:21, ها اجل كلي تبن ولاتقولين كلام منتي بقده وتلفين وتدورين علي موضوع الاتهام في الاعراض ولاتعرفين موضوع رهف الي يفشلكم حتي,offensive
2019-02-26 23:00:24, لعن اله التحالف وكل من عاونهم من المرتزقه لتدمير اليمن بحجه واهيه جعلوا لحوثي مكانه بقلوب اليمنين ,offensive
2019-02-05 16:27:10, نصابه تبغين تسوين زي رهف جعلك ابوك يكسر راسك كلي تراب بس,offensive
2019-02-05 16:26:31, او عشان يوم جبت طاري خويتكم رهف ال bitch زعلتي وتبين تطلعين غباءك المدهره فيه,offensive
2019-02-18 00:11:43,ولايه ولايه ولايه يا ناس اضبط القوانين وبس مساله ربط الامور في اسقاط الولايه ترا حنا مو اغبياء نفهم وش تبون توص ,offensive
2019-02-18 00:09:19,الوحيده الي خلوها تقول انها سعوديه و تنشب لنا و لو تبي تهرج بشؤونا الداخليه و تشارك حتي بهاشتاق اسقاط الولايه لحد ,offensive
2019-02-26 22:53:10,الوم مش عليكم الوم علي عيال الوسخه الي لان ماعرفوش ان الحوثي هو عدوهم من السفير احمد علي ,offensive
2019-02-17 23:42:22, محد تسعي ل اسقاط الولايه كلهن مدعومات ومدري مين ورا حساباتهن اصلاً من يوم عرفنا داود وهو ليبرالي,offensive
2019-02-05 16:21:59,وين حقون رهف عن المسكينه ذي وربي صدق انكم فسويات قالك نسويات انقذو شهد الكلثم وعايلتها,offensive
2019-02-26 22:52:28, هذا انت مع الحوثي يالوطي شلك غدر وخساسه انظر لنفسك وفكر ماذا قدمت غير النفاق وصرت اداه مستخدمه فقط لاوساخ,offensive
2019-02-26 22:52:27, هم اشرف منكم بكثير يا زنابيل الحوثي ويا اعداء الشعب نعرفكم من نغمتكم ,offensive
2019-02-17 23:40:14,هروب الفتيات مع داود هلحين انقسم المجتمع نصين رجال يسبون داود وانه ليبرالي وعنده اجنده لتخريب المجتمع والحريم يع ,offensive
2019-02-05 16:21:05,كس ام الحقوقيات النسويات الي وقفوا مع القحبه رهف القنون والحين يسون نفسهم ما يعرفون عن شهد الكلثم اله يلعنهم ولا ,offensive
2019-02-05 16:19:35, متي اتهمتك انتي انا تكلمت عن رهف ماتكلمت عنك انتي ليه كذا دايم النسويات اغبياء ,offensive
2019-02-26 22:50:54,وان سالوك عن ارخص مرتزق في عصرنا فقل لهم يمني يقاتل مع الحوثي يمني يعمل مع سلاله لا تري فيه اكثر من بغل رخيص يجب ا ,offensive
2019-02-05 16:13:54, الساقطه انتي واله احد يتريق علي بنت ابوها طاقها اوكي رهف كذابه بس هذي انطلمت ,offensive
2019-02-26 22:50:50, لا تلتفتلي انا روح التفت حق الحوثي الي داعس علي روسكم وخازمك من خشومكم👊,offensive
2019-02-05 16:13:52, هيه انا تكلمت عن رهف واتوقع الكل عارف حتي الي يساندونها انها bitch فياليت ان تخفين الدراما يا كوين,offensive
2019-02-17 23:28:49,هروب الفتيات مع داود هروب الفتيات مع داود سب هروب المراهقات هو الاعلام الهابط الذي يدعم النسويات واليبرالين ل ,offensive
2019-02-17 23:28:10, كوهين الشيطان امام اسقاط الولايه ,offensive
2019-02-17 23:25:03, الرسول الاكرم يتكلم عن الامن ولم يتكلم عن اسقاط الولايه اسال شيخك كوهين الملحد لم اري اجهل منك بكلام النبي والعلماء المعتبرين,offensive
2019-02-17 23:20:19,هروب الفتيات مع داود ياداود لاتكثر هرج الحل واضح اسقاط الولايه فيه الي ابوها ظالمها او اخوها او عمها او زوجها ا ,offensive
2019-02-17 23:20:19,انبح صوت النسويات واله ثلاث سنوات ب تاق الولايه يشرحون لهم الثغرات بهالقوانين الي تقشل وتستعبد المراه ,offensive
2019-02-17 23:19:44, ما اسقط من حقين اسقاط الولايه لا اخلاق ولا كرامه ولا ادب ولا ذوق عام تغريداتهن بحد ذاتها شذوذ وسربته,offensive
2019-01-28 17:50:40,عندما تبول السلطات الفاسده علي الشعوب ياتي دور الاعلام الفاسد الحقير ليقنعهم بانها تمطر​ هذا مايفعله اعلامنا ا ,offensive
2019-02-26 22:48:15,المتحوثون وزنابيل الحوثي يلطمون خدودهم ويعضون اصابع الندم بعد اكتشاف هذه الحقيقه الصادمه التي اعلنت من دوله الكويت ,offensive
2019-02-05 16:11:21, بغض النظر عن توجه هذا ماهو سوداني يام رهف ورافض يثبت انه تاج السر عثمان البعثب,offensive
2019-02-05 16:10:32, اسمع يا كلب اولا مافيه احد يطلب لجوء بسب عنف لان هنا حقوق الانسان افضل من برا يا كلب الاجانب كل الي ,offensive
2019-02-05 16:10:19,انقذو شهد الكلثم وعايلتها طبعا ماوصل لترند زي الكلبه رهف واشكالها,offensive
2019-02-05 16:10:15, نسويات كل فتره طالع هشتاق قبل فتره بسيطه بس طلعت وحده دحين غير رهف نسو قصتها دحين عاد واحنا م نعرف فعلاً ,offensive
2019-02-17 23:02:52, اتوقع انه يروج لمطالب النسويات الي هي اسقاط الولايه بس بطريقه غير مباشره,offensive
2019-02-05 16:07:32, ضروري تفضحي ابوك واهلك واسم العيله علي عيون الناس كلهم مثل رهف وبالاخير كذابه اكتشفناها عندك الشرطه وارفع ,offensive
2019-02-26 22:42:59, الحوثي يريد تسليم اليمن لشركات الصهيونيه العالميهكما فعلت ايران بسوريا,offensive
2019-02-05 16:07:20,الحين لما هربت رهف سويتوا ازعاج وهنا حمايه حقوق انسان وكلام فاضي طيب وين حمايه وحقوق الانسان الي تكلمون عنها عن ش ,offensive
2019-02-26 22:42:49,المتحوثون وزنابيل الحوثي يلطمون خدودهم ويعضون اصابع الندم بعد اكتشاف هذه الحقيقه الصادمه التي اعلنت من دوله الكويت ,offensive
2019-02-17 22:48:25, من تريد اسقاط الولايه تصنف عاهره لانها تريد ان تمارس شهواتها مع الغريب وان تخرج مع الغريب والحبيب لماذا ال ,offensive
2019-02-17 22:37:22,هروب الفتيات مع داود سب هروب المراهقات هو الاعلام الهابط الذي يدعم النسويات واليبرالين لتحريض البنات علي اسقاط الولايه خلع الحجاب,offensive
2019-02-05 16:04:35, يبوي انتم معروفين بالفتنه مثلك مثل رهف القنون وغيره كلبات وصخات اله ياخذكم,offensive
2019-02-02 19:21:57,لاتحسبن برقصها تعلو علي اسيادها تبقي الكلاب كلاب 🇶🇦 والاسود اسود 🇦🇪 مانرضي يا قطر,offensive
2019-02-05 16:03:00,اخرتها اسمع رهف انتي شخصيه لطيفه والحچي الفاضي هذا كله اكلوا خرا تكفون اكلوا خرا,offensive
2019-02-26 22:37:54, ياحذيفي اول شي حر غرفه النوم والملابس الداخليه حق شرفكم من الحوثي بعدها انبح عن اسيادك الجنوبين وابناء ,offensive
2019-02-26 22:37:54, كذبه وصدقتوها وانا اقول حسبي اله ونعم الوكيل بالي يكذب علينا ويدعم الحوثي,offensive
2019-01-28 17:29:44, هل اصبح هيئه علماء السلاطين اغبياء وهل اغطيه وجوهم النتنه تخفي عن اله يوم الحستب وهن يتمايلن فاي عهر ا ,offensive
2019-02-05 15:58:26,ام مو كثير واله تقريبن ٣مرات بس بس امي بعد سالفه رهف مادري حصه الملحده كانت ملزمه علي احذفه,offensive
2019-02-05 15:57:49, محد هرب الا رهف القنون وفعلا كانت مدلعه وانتشرت لها مقاطع سكس وجها واضح الخ محد كذب,offensive
2019-02-05 15:57:41,خرا علي رهف ترسل العايله كلها تقعد جواهر عشان بس خل تحذف المقطع,offensive
2019-02-26 22:37:22, هذا المشهد انتو السب فيه عسي اله يبليكم في عيالكم لانكم من تدعمون الحوثي يا الخونه يارب يا قادر علي ,offensive
2019-02-05 15:57:14, لعنه اله عليهم رهف لانها تخلت عن حجابها ودينها جعلوهم بطله وصانعه تاريخوسماح بحجابها وعفتها اصبحت ارهابيه😭💔,offensive
2019-02-17 22:12:43, سلق اسقاط الولايه وسلق مكاتب التعقيب يبغون ياكلون وبس ماهمهم مصلحه الوطن والمواطن والمقيم سير ,offensive
2019-02-26 22:35:27,تقارير اُميه تفضح اكاذيب المليشيا الحوثيه الام المتحده تفضح الحوثي ,offensive
2019-02-26 22:34:35, القاعده تشكل خطر كبير علي اليمن مثل الحوثي فهما جماعات ارهابيه هدفها التخريب,offensive
2019-02-17 22:12:28,راي الشخصي مافي بنت معنفه طلع لها صوت مافي الا هالسلق الي يبون اسقاط الولايه هروب الفتيات مع داود,offensive
2019-02-17 22:11:32, مع انتشار الافكار النسويه وشعارات اسقاط الولايه ستكثر مشاهده هذه المناظر,offensive
2019-02-02 19:21:31, هل لي بكاس من النبيذ وثلاث جاريات وانت الرقاصه بمناسبه قطر بطل اسيا,offensive
2019-02-26 22:33:28, ياعيسي ِ وجه دعوه لقبائل من داس الحوثي علي شرفه ِ فلينطلق الي حجور ِ وليغسل شرفه هناك فر ,offensive
2019-02-02 19:21:30,حكام قطر واله اتحداهم ان يتراجعون عن دورهم الوظيفي في المخط الخبيث وقناه الجريره تعكس مخطهم ,offensive
2019-02-17 22:06:44,ويزعلون اذا طالبنا ب اسقاط الولايه يع اله يقرفكم ,offensive
2019-02-05 15:54:48, انا ما قلت اغتصبها اقول نحتريه لين يغتصبها و بعدين انا مو مع رهف ولا نص بالميه لكن هذي وش ذنبها نصفه ,offensive
2019-02-26 22:32:43, قدمت الدول الاخيره الهدم والخراب دعمت الحوثي والقاعده تامرت مع الاخونج لافشال عاصفه الحزم هذا ما قدمه مثلث الشر قطر ايران تركيا,offensive
2019-02-17 22:03:40,هروب الفتيات مع داود كانو ينابحون بالقياده وهذا حقناولما صارالحين ينابحون ع اسقاط الولايه ومواساه الرجل والمراه ,offensive
2019-02-05 15:53:44, المتنطنطين من جماعه كندا رهف وغيرها,offensive
2019-02-17 22:00:57, الامر الاخر لا استطيع رؤيه النسويات يحتفلن ويتحدثن باجبار الحكومه علي اسقاط الولايه وسياسه لي ,offensive
2019-02-05 15:52:32, جني يامريضه رهف تفهم اش اصلا السالفه مقصد ان الناس الحلوه ونحبهم ليه ماينشبون ه,offensive
2019-02-17 21:52:34,كالعاده تاق الاخوان هنا اضراب المشايخ بالسجون وتاق هروب الفتايات بقياده اليبراليه والعلمانيه ونساء كوهين وزوار ال ,offensive
2019-02-02 19:21:11, صحيح ولا تنسَ المراقص والبارات في الدوحه والقاعده الامريكيه والفرس والترك وكذلك التعاون المعلن الكامل بين ,offensive
2019-02-05 15:48:37, من وجه العنز تعرف حليبها رهف فاجره لحم خنزير ملحده تشرب حشيش تشرب واين وخمر تمارس الجنس ,offensive
2019-01-28 17:07:48,هيئه الترفيه السلاح الاخير والورقه الاخيره للصحوين هي رسايل بالواتس هم في اخر عهدهم وزمانهم فعلا بعد ان فشلت ك ,offensive
2019-02-02 19:21:05, شحاذه جديده ولاهي غريبه عليكم الف مبروك بالارتزاق والتكسب من قطر 😉,offensive
2019-02-05 15:48:03,انقذو شهد الكلثم وعايلتها يوم رهف القانون القذره طلعت وقالت انها معنفه كل الحقوقيات والنسويات وقفو معاها وهنوها ع ,offensive
2019-02-26 22:26:22, الاصلاح مع اليمن وحجور وعادكم بحضن الحوثي ه العطوان الصعوطي نسيت مسرع,offensive
2019-02-17 21:34:14, واضح العجز الدشير حقين اسقاط الولايه وراء الموضوع بدليل الي طلعت استفتاء وبعد من فضحناها حذفته,offensive
2019-02-05 15:46:54,ونفس الخلط ذا فاهمينه بعض البنات خطا وتسميه تعنيف مثل التبن رهف تسربت وتعربد وتجيب فضيحه او ترتكب خطا فضيع واذا ا ,offensive
2019-02-26 22:26:14, دام عزك يا الملكه وحفظ اله وطني الحبيب العنه علي الحوثي والمتحوثين,offensive
2019-02-02 19:21:02,الفرح بفوز قطر علي اليابان امر عادي وبديهي وطبيعي لكويتي بس اذناب وخرفان المرشدين الاخواني والايراني وشويه المرتزق ,offensive
2019-02-02 19:21:02, هذا محمد بن سلمان مفخره العرب والمسلمين الذي دعس اقزام قطر باجرمه علي رقابهم وانوفهم ,offensive
2019-02-17 21:32:41,بنات الي تعرف قروب نسويات تدخلني ابغي صداقه مع نسويات 💕سعوديات نطلب اسقاط الولايه,offensive
2019-02-02 19:20:57, اله م العن قطر وال سعود وجميع الظالمين في الارض لان سي دعم قطر لارهاب,offensive
2019-02-26 22:25:12, اخس واقطع تعرف ان البلاء كله من انقلاب الحوثي وان السعوديه دفعت رجالها واموالها من اجل ,offensive
2019-02-05 15:43:22, ابوها يغتصبها انتم ما تبطلون افلام من بعد رهف وضعكم صار في الحضيض,offensive
2019-02-05 15:41:27, احسنت يا رهف وبئس ما صنع محمد و عصابه الاظلاميون,offensive
2019-02-26 22:23:01,نصيحه لمعتوه عبدالملك الحوثي وقبل فوات الاوان يلفلف عياله من دوله حجور الحره ويهرب قبلما يجيهم القطار ويدوس عليهم ,offensive
2019-02-02 19:20:49, لو قطر تقطع ال 💸 طعنترا فيها و خونتوها و و ما يحتاج معروفين حتي بلدكم خنتوه 😂,offensive
2019-02-17 21:22:56,لعل الحلقه كوبري كبير وجاي وراه اسقاط الولايه الي يلهثون وراها الكلاب انا اتفهم ان الاعلام المعادي يحارب ويشوه ال ,offensive
2019-02-17 21:16:20, يالشريان ياليتك استمريت علي التزامك وستمريت باحراق محلات الاشرطه بريده وفكيت الشعب علمانيتكاذا انت تريد ,offensive
2019-02-26 22:21:01, لم تهزم الحوثي الارهابيه وايران اليمن مدام التحالف العربي موجود ,offensive
2019-02-02 19:20:33, قطر السعوديه مايشاركم الفرحه الا اخونجي مدسوس والسعوديه مالك فيها الا تراب تسفه في فمك ر ,offensive
2019-02-02 19:20:26, اقسم باله مافيه خير من يسوي فيها اهل قطر اهلنا اقسم باله يخسي ويعقب كل شخص يعترف بتميم وابوه وانه ا ,offensive
2019-02-17 21:04:29, هذا احد نتائج من ينادي بالحريه وتعزيز البعض ليبرالين الكلاب الي يعتبرون العلاقات غير الشرعيه حريه ,offensive
2019-02-17 21:01:34, اذا رقمها واحد وطلعت معه وركبها وشقها شق وصادها اخوها ومسح فيها الارض قالت معنفه اسريه هدفكم هو ا ,offensive
2019-02-02 19:20:18, تضح المعادن في الازمات و الازمه دي اوضحت ان قطر اناس من الماس وان الامارات من تراب النحاس,offensive
2019-02-05 15:29:20, رهف عن قريب رح تخش البورنو 😂,offensive
2019-02-17 20:50:34, سلقلق النباح لكم يا كلاب اسقاط الولايه ,offensive
2019-02-05 15:26:57, لاتقارنين شهد ب رهف رهف مجرد سلعه رخيصه وتبغي تناك بدون لاحد يقولها شيء وتاكل لحم الخنزي ,offensive
2019-01-28 16:32:55,هيئه الترقيص هيئه الترفيه هل هذا ما يبحث عنه المواطن السعودي هل الترفيه مجرد رقص وهز خصر الرجال في المراقص و ال ,offensive
2019-02-02 19:19:54, تعتق رقبتي ه انا الي رحمتك تهايط بشي ما تملكه تلزق في قطر والا خلهم يجنسونك اب ,offensive
2019-02-17 20:42:40,لم اتوقع يوما من الايام ان اشاهد التلفزيون السعودي برنامج الشريان يناقش امور في غايه القبح والسحف الاول اسقاط ا ,offensive
2019-02-05 15:24:32, لاتقارن ذي برهف يرحم امك رهف معروفه نواياها مو لتعنيف مجرد انها تبغي تعمل الفاحشه والزنا بدون لاحد يقو ,offensive
2019-02-26 22:13:39, من الذي ناك عاركم الحوثي ام الدنبوع لايحق لمخنثين الذين سلموا اسلحتهم لحوثي ان يتكلموا الاجدر بك ,offensive
2019-02-02 19:19:51, وفازت قطر ولعنوا خيركم 🤣 ,offensive
2019-02-26 22:13:27, الخيانه ونكران الجميل اصبح طبع لكم خرجتم علي عفاش ارحل ارحل ولما جاكم الحوثي انبطحتو له واصبحتم زنابيل ت ,offensive
2019-02-05 15:22:26,متعاونين مع العا🐱 والفاجره والفاسقه رهف اله يديم عليها النكد واما شهد يومين وينسحب عليها نطالب ان تقص رقبه الاب ,offensive
2019-02-05 15:22:18, احسن شيء انهم صاروا يتبراون من رهف عقب ما كان النسويات في صفها وانها مسكينه ومظلومه ومنوعه من الاكل والشرب والاكسجين😂,offensive
2019-02-02 19:19:46, يازول من شده حقدهم علي قطر رجعوا عظوا احذيتهم وهذا الصح,offensive
2019-02-26 22:13:13,الهاشمي عبدالملك الحوثي يقولكم الاختلاط حرام بس لو هو هاشمي معفن اخذ نساء فوق كقم لمعسكر سري حلال الهاشميات ,offensive
2019-02-05 15:19:14,بلادي وان جارت علي عز شهد رهف لجين ساره لمي بنات الدار بنات مدن بكبرها واخرتها انتو العاقين انتو الفاسقين واله ,offensive
2019-02-05 15:18:18, ياخي اذا الديره مي عاجبتكن روحوا انقلعوا كندا مع رهف تري محد غصبكن تجلسن,offensive
2019-02-17 20:21:22, اقول لو يدعسك وليك ويحرمك من الدراسه جيتي تنابحين تبين اسقاط الولايه فهمتي ياثوره حياتك مو بيدك بيد غيرك يتحكم فيك,offensive
2019-01-28 16:14:57,المريسل ماهو كفول لا جديد لا رجوله ولا كوره ف الاولي جعل من ابنته جاريه والثانيه جعل من نفسه مهزله ولعب ,offensive
2019-02-17 20:20:39, بدايه وضوح اسقاط الولايه كان قبل ثلاث سنين لكن شنسوي عندكم بطئ الاستيعاب موتوا قهر الرجال,offensive
2019-02-17 20:20:14,هروب الفتيات مع داود النسويات مشكلتهم مشكله فاهمين الهروب الحل الوحيد و اسقاط الولايه بتحل مشاكلهم وهي في النهايه ,offensive
2019-02-05 15:12:02,انهرتو ي ملاعين ع رهف و انها مو سعوديه تهرب كيف يلد معزات مكرمات لا مافيه احد معز مكرم يعيش بظلم هالولايه مافيه ,offensive
2019-02-17 20:17:05,هروب الفتيات مع داود ماهمنا تهرب او تجلس لان العاهره تبقي عاهره سواء في الداخل او الخارج الاهم قبض من يحرضون الب ,offensive
2019-02-17 20:14:39, اسقاطات قذره علي الاهالي والوزاره وغير مقبوله لارضاء فئه قليله لاتذكر واذا عن اسقاط الولايه فنتائجه و ,offensive
2019-02-05 15:05:09,بموت من رهف الكلبه لانها جالسه تسرق اوراقي وتقراهم,offensive
2019-02-02 19:19:19,قطر لو فيها خير فازت بلاعبينها اما لاعبينها من ٨ دول وهي الاجدر بالتهنئه قطر دوله مارقه خائنه لجيرانه,offensive
2019-02-26 22:07:21,ذكر الحوثي ان الصهاينه لديهم ثقافه سلبيه لمراه ونصوص تذكر بان المراه هي عنصر الشر قلتان صدقت فيما نسبته لصهاينه ,offensive
2019-02-17 20:09:25,هروب الفتيات مع داود لاتغرد هنا وتشارك النسويات ذكور وفتيات سعداء انكم تغردون وتحلعون من هروبهمظاهره وم ,offensive
2019-02-05 15:00:51, بعد سالفه رهف وكذب النسويات بديت اشك بالمقاطع الي زي كذا نكون واقعين وش بتستفيد غير شفقه الناس عليها,offensive
2019-02-05 15:00:47,نكته سامجه وقحه وتدل ع تربيتك الخرا لك مستقبل تكوني رهف القنون ٢,offensive
2019-02-05 15:00:04,نفس الحكايه تكرت مع الي اسمها رهف يوم ادّعت انها تعرضت لتعنيف عشان تحاول تكسب تعاطف الاغبياء لمصالحها الخاصه وبع ,offensive
2019-02-05 14:58:59,انقذو شهد الكلثم وعايلتها كلاكيت الحشاشه رهف ثاني مره,offensive
2019-02-17 20:01:25,هروب الفتيات مع داود هل تذكرون حربنا مع اليبرالين والقياده لم يكن سبها انها ستقود وقد حذرنا من ان المقصد ليست ,offensive
2019-02-17 20:01:04,نطالب الجهات المسؤوله بمكافاه ماليه لمن يكشف عن مكان تواجد النسويات وملاحقتهم وعرضهم لشرع اله في المحاكم باذن ال ,offensive
2019-02-05 14:54:23,الي بيقدر ينقذها ياليت يتفضل ويناظر باقي المعنفات مو معناها طلعت وحده كذابه ومفتريه مثل رهف خلاص صرنا كلنا مثلها ت ,offensive
2019-02-05 14:53:38, تروح تصل عليهم في جهات مختصه يعني ايش المعني او المغزي يوم تنزل كذا ناقصين فضايح وكذب كفايه سالفه رهف,offensive
2019-02-02 19:18:56, كذاب حسبنا اله ونعم الوكيل فيكم شقد تسعون لتشويه سمعه قطر وتاخذون ترامب وعيله بالاحضان,offensive
2019-02-02 19:18:51,1 حدثني عن رفع علم اسرائيل في البطوله الالوبيه و زياره مسؤلين اسرائيل في,offensive
2019-02-05 14:51:11,ركزو علي صوتها ماهي معنفه ولاشيء بس عندها مرض اسمه مرض محرض من فسويات غسلو مخها المسكينه بنجاح نتمني القبض عليها وا ,offensive
2019-02-17 19:47:44, انا من سوم ما شفت اسمك وعارف ان مخك المختصب ومن انجس البشر بعد اترك عنك الاوهام ,offensive
2019-02-05 14:47:13, وش ذا التحليل الزق ترا حقيقي واله الي صاير حتي اخوي شاهد علي مشكله لهم مو كل من كان يعاني صار زي رهف ر ,offensive
2019-02-02 19:18:45, حسبنا اله ونعم الوكيل حرامي الدوحه سب في شتات المواطن العربي من دولته دعمو الارهاب والتطرف في الوطن ,offensive
2019-02-17 19:45:52,في التاق دراما دواعش نسويات اسقاط الولايه هروب الفتيات مع داود,offensive
2019-02-05 14:39:42,من الفاظك واضح انك عاهره لاتكوني رهف القنون الجزء 2 😂,offensive
2019-02-17 19:42:48, ياخي باله عليكم اذا بتجيبون احد يتكلم بمثل هالمواضيع لا تجيبون احد مستفز مثل هالثوير ياشيخ حتي المعارض ل ,offensive
2019-01-28 15:51:01,هيئه الترقيص هيئه الترفيه لاسف اقلبوا بلاد الحرمين سمردحه اول مطعم سعودي اخذ ترخيص تشغيل اغاني قلب ديسكو ,offensive
2019-02-17 19:40:22, اعلم يقيناًانك لستِ وحدك بل اصبحتِ ضمن انضومه تعدها الحكومه الكنديه لتكوني اداه رخيصه بيداعدائنا ,offensive
2019-02-17 19:35:58,هروب الفتيات مع داود سب هروب المراهقات هو الاعلام الهابط الذي يدعم النسويات واليبرالين لتحريض البنات علي 1 ا,offensive
2019-02-05 14:35:21,مطالبات الحقوقيات 1 حريه الدين 2 حريه التعري 3 اكل لحم الخنزير 4 السفر 5 السكن لوحدها 6 المثليه 7 استباحه م,offensive
2019-02-17 19:31:12, انا ضد تيار النسويات القذر اما اسقاط الولايه فهو مطلب مشروع والنسويات استخدموه حجه لتيارهم المقز,offensive
2019-02-05 14:24:21, من قبل العبه و الشباب الذكور يشربون الخمر و يا مكثر الملحدين من فئه الذكور ولست اعم ,offensive
2019-02-17 19:18:59,اشوف كل من ينبح هنا حسابات وهميه وصايعات اسقاط الولايه والهدف واضح لابارك اله فيهم ولا في من يدعمهم واسال اله ,offensive
